surveyid,fieldactivityid,source,sampletype,station,sampledate,layer,samplenumber,gmethod,tsn,latinname,size,method,parameter,reportingvalue,reportingunit,nodccode,speccode,serialnumber
433475,433475,odu/pel,c,we4.2,2013-07-18T00:00:00Z,bp,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,81024300,l,auto_pico,1148,20131231we4.2
433481,433481,odu/pel,c,sbe5,2013-08-08T00:00:00Z,ap,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,85025500,l,auto_pico,1148,20131231sbe5
433487,433487,odu/pel,c,cb6.1,2013-08-12T00:00:00Z,ap,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,298089400,l,auto_pico,1148,20131231cb6.1
433487,433487,odu/pel,c,cb6.1,2013-08-12T00:00:00Z,bp,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,143042900,l,auto_pico,1148,20131231cb6.1
433485,433485,odu/pel,c,cb7.3e,2013-08-12T00:00:00Z,ap,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,175052500,l,auto_pico,1148,20131231cb7.3e
433485,433485,odu/pel,c,cb7.3e,2013-08-12T00:00:00Z,bp,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,109032700,l,auto_pico,1148,20131231cb7.3e
433483,433483,odu/pel,c,cb7.4,2013-08-12T00:00:00Z,ap,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,99029700,l,auto_pico,1148,20131231cb7.4
433483,433483,odu/pel,c,cb7.4,2013-08-12T00:00:00Z,bp,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,55016500,l,auto_pico,1148,20131231cb7.4
433489,433489,odu/pel,c,le3.6,2013-08-12T00:00:00Z,ap,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,142042600,l,auto_pico,1148,20131231le3.6
433489,433489,odu/pel,c,le3.6,2013-08-12T00:00:00Z,bp,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,144043200,l,auto_pico,1148,20131231le3.6
433491,433491,odu/pel,c,cb6.4,2013-08-13T00:00:00Z,ap,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,88026400,l,auto_pico,1148,20131231cb6.4
433491,433491,odu/pel,c,cb6.4,2013-08-13T00:00:00Z,bp,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,78023400,l,auto_pico,1148,20131231cb6.4
433499,433499,odu/pel,c,le5.5-w,2013-08-13T00:00:00Z,ap,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,119035700,l,auto_pico,1148,20131231le5.5-w
433499,433499,odu/pel,c,le5.5-w,2013-08-13T00:00:00Z,bp,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,104031200,l,auto_pico,1148,20131231le5.5-w
433493,433493,odu/pel,c,ret3.1,2013-08-13T00:00:00Z,ap,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,86025800,l,auto_pico,1148,20131231ret3.1
433497,433497,odu/pel,c,tf3.3,2013-08-13T00:00:00Z,ap,fs1,7,0,epifluorescent_picoplankton,not_applicable,pp101,count,91027300,l,auto_pico,1148,20131231tf3.3
