org_tsn,rankname,taxonname,tsn,final_tsn,final_id
6046,species,pediastrum_simplex,6045,6046,pediastrum_simplex_var._duodenarium
6046,variety,pediastrum_simplex_var._duodenarium,6046,6046,pediastrum_simplex_var._duodenarium
6139,kingdom,plantae,202422,6139,scenedesmus_arcuatus
6139,subkingdom,viridiplantae,954898,6139,scenedesmus_arcuatus
6139,infrakingdom,chlorophyta,846493,6139,scenedesmus_arcuatus
6139,division,chlorophyta,5414,6139,scenedesmus_arcuatus
6139,subdivision,chlorophytina,846499,6139,scenedesmus_arcuatus
6139,class,chlorophyceae,5415,6139,scenedesmus_arcuatus
6139,order,sphaeropleales,9327,6139,scenedesmus_arcuatus
6139,family,scenedesmaceae,6097,6139,scenedesmus_arcuatus
6139,genus,scenedesmus,6104,6139,scenedesmus_arcuatus
6139,species,scenedesmus_arcuatus,6139,6139,scenedesmus_arcuatus
4728,kingdom,chromista,630578,4728,amphora_proteus
4728,subkingdom,harosa,969910,4728,amphora_proteus
4728,infrakingdom,halvaria,969912,4728,amphora_proteus
4728,superdivision,heterokonta,969914,4728,amphora_proteus
4728,division,ochrophyta,969917,4728,amphora_proteus
4728,class,bacillariophyceae,2287,4728,amphora_proteus
4728,subclass,bacillariophycidae,969921,4728,amphora_proteus
4728,order,thalassiophysales,590744,4728,amphora_proteus
4728,family,catenulaceae,590783,4728,amphora_proteus
4728,genus,amphora,4705,4728,amphora_proteus
4728,species,amphora_proteus,4728,4728,amphora_proteus
2801,kingdom,chromista,630578,2801,chaetoceros_difficilis
2801,subkingdom,harosa,969910,2801,chaetoceros_difficilis
2801,infrakingdom,halvaria,969912,2801,chaetoceros_difficilis
2801,superdivision,heterokonta,969914,2801,chaetoceros_difficilis
2801,division,ochrophyta,969917,2801,chaetoceros_difficilis
2801,class,bacillariophyceae,2287,2801,chaetoceros_difficilis
2801,subclass,coscinodiscophycidae,969922,2801,chaetoceros_difficilis
2801,order,chaetocerotales,590748,2801,chaetoceros_difficilis
2801,family,chaetocerotaceae,572759,2801,chaetoceros_difficilis
2801,genus,chaetoceros,2758,2801,chaetoceros_difficilis
2801,species,chaetoceros_difficilis,2801,2801,chaetoceros_difficilis
6245,kingdom,plantae,202422,6245,tetradesmus_smithii
6245,subkingdom,viridiplantae,954898,6245,tetradesmus_smithii
6245,infrakingdom,chlorophyta,846493,6245,tetradesmus_smithii
6245,division,chlorophyta,5414,6245,tetradesmus_smithii
6245,subdivision,chlorophytina,846499,6245,tetradesmus_smithii
6245,class,chlorophyceae,5415,6245,tetradesmus_smithii
6245,order,sphaeropleales,9327,6245,tetradesmus_smithii
6245,family,scenedesmaceae,6097,6245,tetradesmus_smithii
6245,genus,tetradesmus,6244,6245,tetradesmus_smithii
6245,species,tetradesmus_smithii,6245,6245,tetradesmus_smithii
1121,kingdom,bacteria,50,1121,anabaena_spiroides_crassa
1121,subkingdom,negibacteria,956096,1121,anabaena_spiroides_crassa
1121,phylum,cyanobacteria,956108,1121,anabaena_spiroides_crassa
1121,class,cyanophyceae,602,1121,anabaena_spiroides_crassa
1121,order,nostocales,861,1121,anabaena_spiroides_crassa
1121,family,nostocaceae,1099,1121,anabaena_spiroides_crassa
1121,genus,anabaena,1100,1121,anabaena_spiroides_crassa
1121,species,anabaena_spiroides,1119,1121,anabaena_spiroides_crassa
1121,subspecies,anabaena_spiroides_crassa,1121,1121,anabaena_spiroides_crassa
2401,kingdom,chromista,630578,2401,skeletonema
2401,subkingdom,harosa,969910,2401,skeletonema
2401,infrakingdom,halvaria,969912,2401,skeletonema
2401,superdivision,heterokonta,969914,2401,skeletonema
2401,division,ochrophyta,969917,2401,skeletonema
2401,class,bacillariophyceae,2287,2401,skeletonema
2401,subclass,coscinodiscophycidae,969922,2401,skeletonema
2401,order,thalassiosirales,590745,2401,skeletonema
2401,family,skeletonemataceae,969949,2401,skeletonema
2401,genus,skeletonema,2401,2401,skeletonema
6065,kingdom,plantae,202422,6065,pediastrum_obtusum
6065,subkingdom,viridiplantae,954898,6065,pediastrum_obtusum
6065,infrakingdom,chlorophyta,846493,6065,pediastrum_obtusum
6065,division,chlorophyta,5414,6065,pediastrum_obtusum
6065,subdivision,chlorophytina,846499,6065,pediastrum_obtusum
6065,class,chlorophyceae,5415,6065,pediastrum_obtusum
6065,order,sphaeropleales,9327,6065,pediastrum_obtusum
6065,family,hydrodictyaceae,6030,6065,pediastrum_obtusum
6065,genus,pediastrum,6031,6065,pediastrum_obtusum
6065,species,pediastrum_obtusum,6065,6065,pediastrum_obtusum
1054,kingdom,bacteria,50,1054,spirulina_major
1054,subkingdom,negibacteria,956096,1054,spirulina_major
1054,phylum,cyanobacteria,956108,1054,spirulina_major
1054,class,cyanophyceae,602,1054,spirulina_major
1054,order,nostocales,861,1054,spirulina_major
1054,family,oscillatoriaceae,862,1054,spirulina_major
1054,genus,spirulina,1053,1054,spirulina_major
1054,species,spirulina_major,1054,1054,spirulina_major
8844,kingdom,plantae,202422,8844,desmidium
8844,subkingdom,viridiplantae,954898,8844,desmidium
8844,infrakingdom,streptophyta,846494,8844,desmidium
8844,superdivision,charophyta,954899,8844,desmidium
8844,division,charophyta,9417,8844,desmidium
8844,class,conjugatophyceae,954908,8844,desmidium
8844,order,desmidiales,954933,8844,desmidium
8844,family,desmidiaceae,7256,8844,desmidium
8844,genus,desmidium,8844,8844,desmidium
667,kingdom,bacteria,50,667,chroococcus_dispersus_minor
667,subkingdom,negibacteria,956096,667,chroococcus_dispersus_minor
667,phylum,cyanobacteria,956108,667,chroococcus_dispersus_minor
667,class,cyanophyceae,602,667,chroococcus_dispersus_minor
667,order,chroococcales,603,667,chroococcus_dispersus_minor
667,family,chroococcaceae,604,667,chroococcus_dispersus_minor
667,genus,chroococcus,654,667,chroococcus_dispersus_minor
667,species,chroococcus_dispersus,665,667,chroococcus_dispersus_minor
667,subspecies,chroococcus_dispersus_minor,667,667,chroococcus_dispersus_minor
5662,kingdom,plantae,202422,5662,tetraedron_trigonum
5662,subkingdom,viridiplantae,954898,5662,tetraedron_trigonum
5662,infrakingdom,chlorophyta,846493,5662,tetraedron_trigonum
5662,division,chlorophyta,5414,5662,tetraedron_trigonum
5662,subdivision,chlorophytina,846499,5662,tetraedron_trigonum
5662,class,chlorophyceae,5415,5662,tetraedron_trigonum
5662,order,chlamydomonadales,954926,5662,tetraedron_trigonum
5662,family,chlorococcaceae,5647,5662,tetraedron_trigonum
5662,genus,tetraedron,5661,5662,tetraedron_trigonum
5662,species,tetraedron_trigonum,5662,5662,tetraedron_trigonum
5700,kingdom,plantae,202422,5700,tetraedron_muticum
5700,subkingdom,viridiplantae,954898,5700,tetraedron_muticum
5700,infrakingdom,chlorophyta,846493,5700,tetraedron_muticum
5700,division,chlorophyta,5414,5700,tetraedron_muticum
5700,subdivision,chlorophytina,846499,5700,tetraedron_muticum
5700,class,chlorophyceae,5415,5700,tetraedron_muticum
5700,order,chlamydomonadales,954926,5700,tetraedron_muticum
5700,family,chlorococcaceae,5647,5700,tetraedron_muticum
5700,genus,tetraedron,5661,5700,tetraedron_muticum
5700,species,tetraedron_muticum,5700,5700,tetraedron_muticum
6255,kingdom,plantae,202422,6254,selenastrum_bibraianum_var._gracile
6255,subkingdom,viridiplantae,954898,6254,selenastrum_bibraianum_var._gracile
6255,infrakingdom,chlorophyta,846493,6254,selenastrum_bibraianum_var._gracile
6255,division,chlorophyta,5414,6254,selenastrum_bibraianum_var._gracile
6255,subdivision,chlorophytina,846499,6254,selenastrum_bibraianum_var._gracile
6255,class,chlorophyceae,5415,6254,selenastrum_bibraianum_var._gracile
6255,order,sphaeropleales,9327,6254,selenastrum_bibraianum_var._gracile
6255,family,selenastraceae,954992,6254,selenastrum_bibraianum_var._gracile
6255,genus,selenastrum,6249,6254,selenastrum_bibraianum_var._gracile
6255,species,selenastrum_bibraianum,6252,6254,selenastrum_bibraianum_var._gracile
6255,variety,selenastrum_bibraianum_var._gracile,6254,6254,selenastrum_bibraianum_var._gracile
6996,kingdom,plantae,202422,6996,spirogyra
6996,subkingdom,viridiplantae,954898,6996,spirogyra
6996,infrakingdom,streptophyta,846494,6996,spirogyra
6996,superdivision,charophyta,954899,6996,spirogyra
6996,division,charophyta,9417,6996,spirogyra
6996,class,conjugatophyceae,954908,6996,spirogyra
6996,order,zygnematales,6994,6996,spirogyra
6996,family,zygnemataceae,6995,6996,spirogyra
6996,genus,spirogyra,6996,6996,spirogyra
2753,kingdom,chromista,630578,2753,cerataulina
2753,subkingdom,harosa,969910,2753,cerataulina
2753,infrakingdom,halvaria,969912,2753,cerataulina
2753,superdivision,heterokonta,969914,2753,cerataulina
2753,division,ochrophyta,969917,2753,cerataulina
2753,class,bacillariophyceae,2287,2753,cerataulina
2753,subclass,coscinodiscophycidae,969922,2753,cerataulina
2753,order,hemiaulales,590759,2753,cerataulina
2753,family,hemiaulaceae,2747,2753,cerataulina
2753,genus,cerataulina,2753,2753,cerataulina
10367,kingdom,chromista,630578,10367,gonyaulax_monilata
10367,subkingdom,chromista,590735,10367,gonyaulax_monilata
10367,division,pyrrophycophyta,9873,10367,gonyaulax_monilata
10367,class,dinophyceae,9874,10367,gonyaulax_monilata
10367,order,gonyaulacales,573275,10367,gonyaulax_monilata
10367,family,gonyaulacaceae,10356,10367,gonyaulax_monilata
10367,genus,gonyaulax,10359,10367,gonyaulax_monilata
10367,species,gonyaulax_monilata,10367,10367,gonyaulax_monilata
2014,kingdom,chromista,630578,2013,centratractus_belonophorus
2014,subkingdom,chromista,590735,2013,centratractus_belonophorus
2014,division,xanthophyta,1882,2013,centratractus_belonophorus
2014,class,xanthophyceae,1883,2013,centratractus_belonophorus
2014,order,mischococcales,1935,2013,centratractus_belonophorus
2014,family,centratractaceae,2007,2013,centratractus_belonophorus
2014,genus,centratractus,2012,2013,centratractus_belonophorus
2014,species,centratractus_belonophorus,2013,2013,centratractus_belonophorus
5890,kingdom,plantae,202422,5889,ankistrodesmus_spiralis
5890,subkingdom,viridiplantae,954898,5889,ankistrodesmus_spiralis
5890,infrakingdom,chlorophyta,846493,5889,ankistrodesmus_spiralis
5890,division,chlorophyta,5414,5889,ankistrodesmus_spiralis
5890,subdivision,chlorophytina,846499,5889,ankistrodesmus_spiralis
5890,class,chlorophyceae,5415,5889,ankistrodesmus_spiralis
5890,order,sphaeropleales,9327,5889,ankistrodesmus_spiralis
5890,family,selenastraceae,954992,5889,ankistrodesmus_spiralis
5890,genus,ankistrodesmus,5877,5889,ankistrodesmus_spiralis
5890,species,ankistrodesmus_spiralis,5889,5889,ankistrodesmus_spiralis
1107,kingdom,bacteria,50,1107,anabaena_affinis
1107,subkingdom,negibacteria,956096,1107,anabaena_affinis
1107,phylum,cyanobacteria,956108,1107,anabaena_affinis
1107,class,cyanophyceae,602,1107,anabaena_affinis
1107,order,nostocales,861,1107,anabaena_affinis
1107,family,nostocaceae,1099,1107,anabaena_affinis
1107,genus,anabaena,1100,1107,anabaena_affinis
1107,species,anabaena_affinis,1107,1107,anabaena_affinis
5939,kingdom,plantae,202422,5939,quadrigula_closteroides
5939,subkingdom,viridiplantae,954898,5939,quadrigula_closteroides
5939,infrakingdom,chlorophyta,846493,5939,quadrigula_closteroides
5939,division,chlorophyta,5414,5939,quadrigula_closteroides
5939,subdivision,chlorophytina,846499,5939,quadrigula_closteroides
5939,class,chlorophyceae,5415,5939,quadrigula_closteroides
5939,order,sphaeropleales,9327,5939,quadrigula_closteroides
5939,family,selenastraceae,954992,5939,quadrigula_closteroides
5939,genus,quadrigula,5938,5939,quadrigula_closteroides
5939,species,quadrigula_closteroides,5939,5939,quadrigula_closteroides
1655,kingdom,chromista,630578,1655,synura
1655,subkingdom,chromista,590735,1655,synura
1655,division,chrysophyta,1447,1655,synura
1655,class,chrysophyceae,1448,1655,synura
1655,order,ochromonadales,1451,1655,synura
1655,family,synuraceae,1597,1655,synura
1655,genus,synura,1655,1655,synura
2470,kingdom,chromista,630578,2470,cyclotella_glomerata
2470,subkingdom,harosa,969910,2470,cyclotella_glomerata
2470,infrakingdom,halvaria,969912,2470,cyclotella_glomerata
2470,superdivision,heterokonta,969914,2470,cyclotella_glomerata
2470,division,ochrophyta,969917,2470,cyclotella_glomerata
2470,class,bacillariophyceae,2287,2470,cyclotella_glomerata
2470,subclass,coscinodiscophycidae,969922,2470,cyclotella_glomerata
2470,order,thalassiosirales,590745,2470,cyclotella_glomerata
2470,family,stephanodiscaceae,590782,2470,cyclotella_glomerata
2470,genus,cyclotella,2439,2470,cyclotella_glomerata
2470,species,cyclotella_glomerata,2470,2470,cyclotella_glomerata
10104,kingdom,chromista,630578,10104,katodinium
10104,subkingdom,chromista,590735,10104,katodinium
10104,division,pyrrophycophyta,9873,10104,katodinium
10104,class,dinophyceae,9874,10104,katodinium
10104,order,gymnodiniales,9994,10104,katodinium
10104,family,gymnodiniaceae,9996,10104,katodinium
10104,genus,katodinium,10104,10104,katodinium
10374,kingdom,chromista,630578,10374,gonyaulax_unicornis
10374,subkingdom,chromista,590735,10374,gonyaulax_unicornis
10374,division,pyrrophycophyta,9873,10374,gonyaulax_unicornis
10374,class,dinophyceae,9874,10374,gonyaulax_unicornis
10374,order,gonyaulacales,573275,10374,gonyaulax_unicornis
10374,family,gonyaulacaceae,10356,10374,gonyaulax_unicornis
10374,genus,gonyaulax,10359,10374,gonyaulax_unicornis
10374,species,gonyaulax_unicornis,10374,10374,gonyaulax_unicornis
2262,kingdom,chromista,630578,2262,rhabdosphaera
2262,subkingdom,chromista,590735,2262,rhabdosphaera
2262,division,haptophyta,2134,2262,rhabdosphaera
2262,class,prymnesiophyceae,2135,2262,rhabdosphaera
2262,order,coccosphaerales,610061,2262,rhabdosphaera
2262,family,coccolithaceae,2247,2262,rhabdosphaera
2262,genus,rhabdosphaera,2262,2262,rhabdosphaera
2372,kingdom,chromista,630578,2372,stephanopyxis_nipponica
2372,subkingdom,harosa,969910,2372,stephanopyxis_nipponica
2372,infrakingdom,halvaria,969912,2372,stephanopyxis_nipponica
2372,superdivision,heterokonta,969914,2372,stephanopyxis_nipponica
2372,division,ochrophyta,969917,2372,stephanopyxis_nipponica
2372,class,bacillariophyceae,2287,2372,stephanopyxis_nipponica
2372,subclass,coscinodiscophycidae,969922,2372,stephanopyxis_nipponica
2372,order,melosirales,590738,2372,stephanopyxis_nipponica
2372,family,stephanopyxidaceae,590821,2372,stephanopyxis_nipponica
2372,genus,stephanopyxis,2371,2372,stephanopyxis_nipponica
2372,species,stephanopyxis_nipponica,2372,2372,stephanopyxis_nipponica
9890,kingdom,chromista,630578,9890,prorocentrum_compressum
9890,subkingdom,chromista,590735,9890,prorocentrum_compressum
9890,division,pyrrophycophyta,9873,9890,prorocentrum_compressum
9890,class,dinophyceae,9874,9890,prorocentrum_compressum
9890,order,prorocentrales,9875,9890,prorocentrum_compressum
9890,family,prorocentraceae,9876,9890,prorocentrum_compressum
9890,genus,prorocentrum,9877,9890,prorocentrum_compressum
9890,species,prorocentrum_compressum,9890,9890,prorocentrum_compressum
43789,kingdom,protozoa,630577,43789,silicoflagellida
43789,phylum,sarcomastigophora,43781,43789,silicoflagellida
43789,subphylum,mastigophora,43782,43789,silicoflagellida
43789,class,phytomastigophora,43784,43789,silicoflagellida
43789,order,silicoflagellida,43789,43789,silicoflagellida
2879,kingdom,chromista,630578,2879,rhizosolenia
2879,subkingdom,harosa,969910,2879,rhizosolenia
2879,infrakingdom,halvaria,969912,2879,rhizosolenia
2879,superdivision,heterokonta,969914,2879,rhizosolenia
2879,division,ochrophyta,969917,2879,rhizosolenia
2879,class,bacillariophyceae,2287,2879,rhizosolenia
2879,subclass,coscinodiscophycidae,969922,2879,rhizosolenia
2879,order,rhizosoleniales,590741,2879,rhizosolenia
2879,family,rhizosoleniaceae,2878,2879,rhizosolenia
2879,genus,rhizosolenia,2879,2879,rhizosolenia
550471,kingdom,chromista,630578,550471,ceratium_inflatum
550471,subkingdom,chromista,590735,550471,ceratium_inflatum
550471,division,pyrrophycophyta,9873,550471,ceratium_inflatum
550471,class,dinophyceae,9874,550471,ceratium_inflatum
550471,order,gonyaulacales,573275,550471,ceratium_inflatum
550471,family,ceratiaceae,10396,550471,ceratium_inflatum
550471,genus,ceratium,10397,550471,ceratium_inflatum
550471,species,ceratium_inflatum,550471,550471,ceratium_inflatum
6249,kingdom,plantae,202422,6249,selenastrum
6249,subkingdom,viridiplantae,954898,6249,selenastrum
6249,infrakingdom,chlorophyta,846493,6249,selenastrum
6249,division,chlorophyta,5414,6249,selenastrum
6249,subdivision,chlorophytina,846499,6249,selenastrum
6249,class,chlorophyceae,5415,6249,selenastrum
6249,order,sphaeropleales,9327,6249,selenastrum
6249,family,selenastraceae,954992,6249,selenastrum
6249,genus,selenastrum,6249,6249,selenastrum
5958,kingdom,plantae,202422,5958,franceia
5958,subkingdom,viridiplantae,954898,5958,franceia
5958,infrakingdom,chlorophyta,846493,5958,franceia
5958,division,chlorophyta,5414,5958,franceia
5958,subdivision,chlorophytina,846499,5958,franceia
5958,class,trebouxiophyceae,846520,5958,franceia
5958,order,chlorellales,846591,5958,franceia
5958,family,oocystaceae,5810,5958,franceia
5958,genus,franceia,5958,5958,franceia
10413,kingdom,chromista,630578,10413,ceratium_trichoceros
10413,subkingdom,chromista,590735,10413,ceratium_trichoceros
10413,division,pyrrophycophyta,9873,10413,ceratium_trichoceros
10413,class,dinophyceae,9874,10413,ceratium_trichoceros
10413,order,gonyaulacales,573275,10413,ceratium_trichoceros
10413,family,ceratiaceae,10396,10413,ceratium_trichoceros
10413,genus,ceratium,10397,10413,ceratium_trichoceros
10413,species,ceratium_trichoceros,10413,10413,ceratium_trichoceros
9904,kingdom,chromista,630578,9904,prorocentrum_dentatum
9904,subkingdom,chromista,590735,9904,prorocentrum_dentatum
9904,division,pyrrophycophyta,9873,9904,prorocentrum_dentatum
9904,class,dinophyceae,9874,9904,prorocentrum_dentatum
9904,order,prorocentrales,9875,9904,prorocentrum_dentatum
9904,family,prorocentraceae,9876,9904,prorocentrum_dentatum
9904,genus,prorocentrum,9877,9904,prorocentrum_dentatum
9904,species,prorocentrum_dentatum,9904,9904,prorocentrum_dentatum
1192,kingdom,bacteria,50,1192,aphanizomenon_flosaquae
1192,subkingdom,negibacteria,956096,1192,aphanizomenon_flosaquae
1192,phylum,cyanobacteria,956108,1192,aphanizomenon_flosaquae
1192,class,cyanophyceae,602,1192,aphanizomenon_flosaquae
1192,order,nostocales,861,1192,aphanizomenon_flosaquae
1192,family,nostocaceae,1099,1192,aphanizomenon_flosaquae
1192,genus,aphanizomenon,1191,1192,aphanizomenon_flosaquae
1192,species,aphanizomenon_flosaquae,1192,1192,aphanizomenon_flosaquae
5303,kingdom,chromista,630578,5303,hantzschia
5303,subkingdom,harosa,969910,5303,hantzschia
5303,infrakingdom,halvaria,969912,5303,hantzschia
5303,superdivision,heterokonta,969914,5303,hantzschia
5303,division,ochrophyta,969917,5303,hantzschia
5303,class,bacillariophyceae,2287,5303,hantzschia
5303,subclass,bacillariophycidae,969921,5303,hantzschia
5303,order,bacillariales,590751,5303,hantzschia
5303,family,bacillariaceae,572758,5303,hantzschia
5303,genus,hantzschia,5303,5303,hantzschia
2706,kingdom,chromista,630578,2706,biddulphia_biddulphiana
2706,subkingdom,harosa,969910,2706,biddulphia_biddulphiana
2706,infrakingdom,halvaria,969912,2706,biddulphia_biddulphiana
2706,superdivision,heterokonta,969914,2706,biddulphia_biddulphiana
2706,division,ochrophyta,969917,2706,biddulphia_biddulphiana
2706,class,bacillariophyceae,2287,2706,biddulphia_biddulphiana
2706,subclass,coscinodiscophycidae,969922,2706,biddulphia_biddulphiana
2706,order,biddulphiales,590747,2706,biddulphia_biddulphiana
2706,family,biddulphiaceae,2677,2706,biddulphia_biddulphiana
2706,genus,biddulphia,2678,2706,biddulphia_biddulphiana
2706,species,biddulphia_biddulphiana,2706,2706,biddulphia_biddulphiana
2785,kingdom,chromista,630578,2785,chaetoceros_costatus
2785,subkingdom,harosa,969910,2785,chaetoceros_costatus
2785,infrakingdom,halvaria,969912,2785,chaetoceros_costatus
2785,superdivision,heterokonta,969914,2785,chaetoceros_costatus
2785,division,ochrophyta,969917,2785,chaetoceros_costatus
2785,class,bacillariophyceae,2287,2785,chaetoceros_costatus
2785,subclass,coscinodiscophycidae,969922,2785,chaetoceros_costatus
2785,order,chaetocerotales,590748,2785,chaetoceros_costatus
2785,family,chaetocerotaceae,572759,2785,chaetoceros_costatus
2785,genus,chaetoceros,2758,2785,chaetoceros_costatus
2785,species,chaetoceros_costatus,2785,2785,chaetoceros_costatus
3806,kingdom,chromista,630578,1020046,pinnularia_elegans
3806,subkingdom,harosa,969910,1020046,pinnularia_elegans
3806,infrakingdom,halvaria,969912,1020046,pinnularia_elegans
3806,superdivision,heterokonta,969914,1020046,pinnularia_elegans
3806,division,ochrophyta,969917,1020046,pinnularia_elegans
3806,class,bacillariophyceae,2287,1020046,pinnularia_elegans
3806,subclass,bacillariophycidae,969921,1020046,pinnularia_elegans
3806,order,naviculales,590737,1020046,pinnularia_elegans
3806,family,pinnulariaceae,590772,1020046,pinnularia_elegans
3806,genus,pinnularia,4428,1020046,pinnularia_elegans
3806,species,pinnularia_elegans,1020046,1020046,pinnularia_elegans
9936,kingdom,chromista,630578,9936,dinophysis_ovum
9936,subkingdom,chromista,590735,9936,dinophysis_ovum
9936,division,pyrrophycophyta,9873,9936,dinophysis_ovum
9936,class,dinophyceae,9874,9936,dinophysis_ovum
9936,order,dinophysiales,9921,9936,dinophysis_ovum
9936,family,dinophysiaceae,9927,9936,dinophysis_ovum
9936,genus,dinophysis,9928,9936,dinophysis_ovum
9936,species,dinophysis_ovum,9936,9936,dinophysis_ovum
4127,kingdom,chromista,630578,4127,stauroneis
4127,subkingdom,harosa,969910,4127,stauroneis
4127,infrakingdom,halvaria,969912,4127,stauroneis
4127,superdivision,heterokonta,969914,4127,stauroneis
4127,division,ochrophyta,969917,4127,stauroneis
4127,class,bacillariophyceae,2287,4127,stauroneis
4127,subclass,bacillariophycidae,969921,4127,stauroneis
4127,order,naviculales,590737,4127,stauroneis
4127,family,stauroneidaceae,590781,4127,stauroneis
4127,genus,stauroneis,4127,4127,stauroneis
9176,kingdom,plantae,202422,9176,palmodictyon_varium
9176,subkingdom,viridiplantae,954898,9176,palmodictyon_varium
9176,infrakingdom,chlorophyta,846493,9176,palmodictyon_varium
9176,division,chlorophyta,5414,9176,palmodictyon_varium
9176,subdivision,chlorophytina,846499,9176,palmodictyon_varium
9176,class,chlorophyceae,5415,9176,palmodictyon_varium
9176,order,chlamydomonadales,954926,9176,palmodictyon_varium
9176,family,palmellopsidaceae,9163,9176,palmodictyon_varium
9176,genus,palmodictyon,9175,9176,palmodictyon_varium
9176,species,palmodictyon_varium,9176,9176,palmodictyon_varium
9601,kingdom,protozoa,630577,9601,euglenophycota
9601,phylum,euglenophycota,9601,9601,euglenophycota
9541,kingdom,plantae,202422,9541,pyramimonas_plurioculata
9541,subkingdom,viridiplantae,954898,9541,pyramimonas_plurioculata
9541,infrakingdom,chlorophyta,846493,9541,pyramimonas_plurioculata
9541,division,chlorophyta,5414,9541,pyramimonas_plurioculata
9541,subdivision,prasinophytina,954901,9541,pyramimonas_plurioculata
9541,class,pyramimonadophyceae,846519,9541,pyramimonas_plurioculata
9541,order,pyramimonadales,9514,9541,pyramimonas_plurioculata
9541,family,pyramimonadaceae,955033,9541,pyramimonas_plurioculata
9541,genus,pyramimonas,9535,9541,pyramimonas_plurioculata
9541,species,pyramimonas_plurioculata,9541,9541,pyramimonas_plurioculata
10146,kingdom,chromista,630578,10146,oxyrrhis_marina
10146,subkingdom,chromista,590735,10146,oxyrrhis_marina
10146,division,pyrrophycophyta,9873,10146,oxyrrhis_marina
10146,class,dinophyceae,9874,10146,oxyrrhis_marina
10146,order,peridiniales,9995,10146,oxyrrhis_marina
10146,family,pronoctilucaceae,10142,10146,oxyrrhis_marina
10146,genus,oxyrrhis,10145,10146,oxyrrhis_marina
10146,species,oxyrrhis_marina,10146,10146,oxyrrhis_marina
2790,kingdom,chromista,630578,2790,chaetoceros_debilis
2790,subkingdom,harosa,969910,2790,chaetoceros_debilis
2790,infrakingdom,halvaria,969912,2790,chaetoceros_debilis
2790,superdivision,heterokonta,969914,2790,chaetoceros_debilis
2790,division,ochrophyta,969917,2790,chaetoceros_debilis
2790,class,bacillariophyceae,2287,2790,chaetoceros_debilis
2790,subclass,coscinodiscophycidae,969922,2790,chaetoceros_debilis
2790,order,chaetocerotales,590748,2790,chaetoceros_debilis
2790,family,chaetocerotaceae,572759,2790,chaetoceros_debilis
2790,genus,chaetoceros,2758,2790,chaetoceros_debilis
2790,species,chaetoceros_debilis,2790,2790,chaetoceros_debilis
5695,kingdom,plantae,202422,5695,tetraedron_hastatum
5695,subkingdom,viridiplantae,954898,5695,tetraedron_hastatum
5695,infrakingdom,chlorophyta,846493,5695,tetraedron_hastatum
5695,division,chlorophyta,5414,5695,tetraedron_hastatum
5695,subdivision,chlorophytina,846499,5695,tetraedron_hastatum
5695,class,chlorophyceae,5415,5695,tetraedron_hastatum
5695,order,chlamydomonadales,954926,5695,tetraedron_hastatum
5695,family,chlorococcaceae,5647,5695,tetraedron_hastatum
5695,genus,tetraedron,5661,5695,tetraedron_hastatum
5695,species,tetraedron_hastatum,5695,5695,tetraedron_hastatum
10237,kingdom,chromista,630578,10236,peridinium_ovatum
10237,subkingdom,chromista,590735,10236,peridinium_ovatum
10237,division,pyrrophycophyta,9873,10236,peridinium_ovatum
10237,class,dinophyceae,9874,10236,peridinium_ovatum
10237,order,peridiniales,9995,10236,peridinium_ovatum
10237,family,peridiniaceae,10205,10236,peridinium_ovatum
10237,genus,peridinium,10212,10236,peridinium_ovatum
10237,species,peridinium_ovatum,10236,10236,peridinium_ovatum
4737,kingdom,chromista,630578,4737,amphora_proteoides
4737,subkingdom,harosa,969910,4737,amphora_proteoides
4737,infrakingdom,halvaria,969912,4737,amphora_proteoides
4737,superdivision,heterokonta,969914,4737,amphora_proteoides
4737,division,ochrophyta,969917,4737,amphora_proteoides
4737,class,bacillariophyceae,2287,4737,amphora_proteoides
4737,subclass,bacillariophycidae,969921,4737,amphora_proteoides
4737,order,thalassiophysales,590744,4737,amphora_proteoides
4737,family,catenulaceae,590783,4737,amphora_proteoides
4737,genus,amphora,4705,4737,amphora_proteoides
4737,species,amphora_proteoides,4737,4737,amphora_proteoides
682,kingdom,bacteria,50,682,gloeocapsa
682,subkingdom,negibacteria,956096,682,gloeocapsa
682,phylum,cyanobacteria,956108,682,gloeocapsa
682,class,cyanophyceae,602,682,gloeocapsa
682,order,chroococcales,603,682,gloeocapsa
682,family,chroococcaceae,604,682,gloeocapsa
682,genus,gloeocapsa,682,682,gloeocapsa
700,kingdom,bacteria,50,700,gloeocapsa_punctata
700,subkingdom,negibacteria,956096,700,gloeocapsa_punctata
700,phylum,cyanobacteria,956108,700,gloeocapsa_punctata
700,class,cyanophyceae,602,700,gloeocapsa_punctata
700,order,chroococcales,603,700,gloeocapsa_punctata
700,family,chroococcaceae,604,700,gloeocapsa_punctata
700,genus,gloeocapsa,682,700,gloeocapsa_punctata
700,species,gloeocapsa_punctata,700,700,gloeocapsa_punctata
2374,kingdom,chromista,630578,2374,stephanopyxis_turris
2374,subkingdom,harosa,969910,2374,stephanopyxis_turris
2374,infrakingdom,halvaria,969912,2374,stephanopyxis_turris
2374,superdivision,heterokonta,969914,2374,stephanopyxis_turris
2374,division,ochrophyta,969917,2374,stephanopyxis_turris
2374,class,bacillariophyceae,2287,2374,stephanopyxis_turris
2374,subclass,coscinodiscophycidae,969922,2374,stephanopyxis_turris
2374,order,melosirales,590738,2374,stephanopyxis_turris
